Transaction Set ID,Transaction Set Control Number,Transaction Set Purpose Code,Reference ID,Report Creation Date,Report Type Code,Report Start Date,Report End Date,Distributor Name,Distributor Identification Code Qualifier,Distributor Identification Code,Supplier Name,Supplier Identification Code Qualifier,Supplier Identification Code,Product Transfer Type Code,,.1,Reference ID Qualifier,Contract Number,Ship To Name,Ship To Identification Code Qualifier,Ship To Identification Code,Address Information,Address Information.1,City Name,State or Province Code,Postal Code,Quantity Qualifier,Quantity,UOM,Assigned Identification,Product/Service ID Qualifier1,Product/Service ID1,Product/Service ID Qualifier2,Product/Service ID2,Product/Service ID Qualifier3,Product/Service ID3,UOM.1,Unit Price,Basis of Unit Price Code,Amount Qualifier Code,Monetary Amount,Item Description Type,.2,Description,Number of Line Items,Number of Included Segments,Manufacturer Name
867,6940001,00,9844944,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,ACTAVIS - APTALIS,91,123402438,IB,,,92,NA,CARDINAL HEALTH,11,RC0182080,2045 INTERSTATE DRIVE,XX,LAKELAND,FL,33805,32,204,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,22372.68,F,,CARAFATE 1GM/10ML 414ML,17,165,
867,6940001,00,9844945,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,ACTAVIS - APTALIS,91,123402438,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,46200,32,168,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,18424.56,F,,CARAFATE 1GM/10ML 414ML,17,165,
867,6940001,00,9845024,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,ACTAVIS - APTALIS,91,123402438,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP I,11,RK0233180,153 REFRESHMENT LANE,XX,CLEVELAND,TN,37311,32,360,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,39481.2,F,,CARAFATE 1GM/10ML 414ML,17,165,
867,6940001,00,9845024,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,ACTAVIS - APTALIS,91,123402438,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP I,11,RK0233180,153 REFRESHMENT LANE,XX,CLEVELAND,TN,37311,32,36,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,25529.76,F,,CANASA 1000MG 30 RECTAL,17,165,
867,6940001,00,9845024,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,ACTAVIS - APTALIS,91,123402438,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP I,11,RK0233180,153 REFRESHMENT LANE,XX,CLEVELAND,TN,37311,32,24,EA,,N4,42865010002,PI,4259875,MG,010002,EA,109.75,WH,1,2634,F,,ZENPEP 5000U 100 DR,17,165,
867,6940001,00,9845025,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,ACTAVIS - APTALIS,91,123402438,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP II,11,PP0220828,1111 SOUTH ADAMS STREET,XX,BLUFFTON,IN,46714,32,360,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,39481.2,F,,CARAFATE 1GM/10ML 414ML,17,165,
867,6940001,00,9845025,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,ACTAVIS - APTALIS,91,123402438,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP II,11,PP0220828,1111 SOUTH ADAMS STREET,XX,BLUFFTON,IN,46714,32,12,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,2603.4,F,,ZENPEP 10000U 100 DR,17,165,
867,6940002,00,1959478,20141004,SS,20140927,20141003,BKG - PHOENIX,11,RW0263056,ACTAVIS - APTALIS,91,132621456,SS,,,DI,NA,SMITH'S FOOD & DRUG CTR'S INC,11,RS0261379,5305 W. BUCKEYE RD,XX,PHOENIX,AZ,85043,32,288,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,31584.96,F,,CARAFATE 1GM/10ML 414ML,3,29,
867,6940002,00,1959478,20141004,SS,20140927,20141003,BKG - PHOENIX,11,RW0263056,ACTAVIS - APTALIS,91,132621456,SS,,,DI,NA,SMITH'S FOOD & DRUG CTR'S INC,11,RS0261379,5305 W. BUCKEYE RD,XX,PHOENIX,AZ,85043,32,60,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,13017,F,,ZENPEP 10000U 100 DR,3,29,
867,6940002,00,1959478,20141004,SS,20140927,20141003,BKG - PHOENIX,11,RW0263056,ACTAVIS - APTALIS,91,132621456,SS,,,DI,NA,SMITH'S FOOD & DRUG CTR'S INC,11,RS0261379,5305 W. BUCKEYE RD,XX,PHOENIX,AZ,85043,32,12,EA,,N4,42865010202,PI,4259891,MG,010202,EA,313.34,WH,1,3760.08,F,,ZENPEP 15000U 100 DR,3,29,
867,6940003,00,1608429,20141004,SS,20140927,20141003,BKG - WACO,11,RW0279996,ACTAVIS - APTALIS,91,138726117,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,75100,32,72,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,7896.24,F,,CARAFATE 1GM/10ML 414ML,2,30,
867,6940003,00,1608431,20141004,SS,20140927,20141003,BKG - WACO,11,RW0279996,ACTAVIS - APTALIS,91,138726117,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,77300,32,120,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,13160.4,F,,CARAFATE 1GM/10ML 414ML,2,30,
867,6940004,00,0495034,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,18300,76,2,EA,,N4,42865010202,PI,4259891,MG,010202,EA,-313.34,WH,1,-626.68,F,,ZENPEP 15000U 100 DR,460,4954,
867,6940004,00,0495034,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,18300,76,2,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-851.26,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0500364,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,14500,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0501577,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10800,76,2,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-1218.8,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0503111,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,13300,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0503111,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,13300,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0503602,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,12500,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0503948,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,11700,76,1,EA,,N4,42865010502,PI,4525796,MG,010503,EA,-526.7,WH,1,-526.7,F,,ZENPEP 25000U 100 DR,460,4954,
867,6940004,00,0503974,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10300,76,2,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-851.26,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0503983,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,18700,76,1,EA,,N4,42865010202,PI,4259891,MG,010202,EA,-313.34,WH,1,-313.34,F,,ZENPEP 15000U 100 DR,460,4954,
867,6940004,00,0504505,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10300,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0504542,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,00013228,LITTLE FALLS HOSPITAL,11,AL0518944,140 BURWELL STREET,XX,LITTLE FALLS,NY,13365,76,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,-109.67,WH,1,-109.67,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,0504683,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,00014130,NEW YORK HOSP/CORNELL - PHCY.,11,AN1865243,525 EAST 68TH ST,ATTN: PHCY DEPT,NEW YORK,NY,10065,76,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,-216.95,WH,1,-216.95,F,,ZENPEP 10000U 100 DR,460,4954,
867,6940004,00,0505097,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,11200,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0505097,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,11200,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0505192,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,11500,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0505271,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,NA,KMART PHARMACY 7044-REDKEY,11,AK1763172,57 CENTRE DR,XX,PLATTSBURGH,NY,12901,76,3,EA,,N4,42865010502,PI,4525796,MG,010503,EA,-526.7,WH,1,-1580.1,F,,ZENPEP 25000U 100 DR,460,4954,
867,6940004,00,0505285,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0505425,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,NA,MARTINS DBA HANNAFORD #8166,11,FM2603846,7 PYRAMID DR,XX,PLATTSBURG,NY,12901,76,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,-109.67,WH,1,-219.34,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,0506211,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,NA,SAUL'S PHARMACY,11,BC4481571,3514 MERMAID AVE,XX,BROOKLYN,NY,11224,76,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,-216.95,WH,1,-216.95,F,,ZENPEP 10000U 100 DR,460,4954,
867,6940004,00,0506339,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10000,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-434.72,WH,1,-434.72,F,,RECTIV 0.4% 30GM,460,4954,
867,6940004,00,0506751,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10300,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0506806,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10500,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0506878,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,14400,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0507046,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0507375,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10900,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-434.72,WH,1,-434.72,F,,RECTIV 0.4% 30GM,460,4954,
867,6940004,00,0507576,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,00013228,M I BASSETT HOSP - OUTPATIENT,11,BT3212723,ONE ATWELL ROAD,XX,COOPERSTOWN,NY,13326,76,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,0508502,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,NA,"ZITOMER PHARMACY, INC",11,BZ0791954,969 MADISON AVE,XX,NEW YORK,NY,10021,76,2,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-1418.32,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,0508502,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,RU,,,DI,NA,"ZITOMER PHARMACY, INC",11,BZ0791954,969 MADISON AVE,XX,NEW YORK,NY,10021,76,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7080678,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,11300,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,569.53,WH,1,569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,7080694,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,REGIONAL HOSPITAL OF SCRANTON,11,FM2580997,746 JEFFERSON AVENUE,XX,SCRANTON,PA,18510,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,109.67,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7080836,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10400,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,7080875,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,LLEWELLYN'S PHCY,11,BL5893070,703 MAIN ST,XX,AVOCA,PA,18641,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,109.67,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7081599,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,NIAGARA APOTHECARY,11,BN5345574,8745 NIAGARA FALLS BLVD.,XX,NIAGARA FALLS,NY,14304,32,1,EA,,N4,42865010502,PI,4525796,MG,010503,EA,526.7,WH,1,526.7,F,,ZENPEP 25000U 100 DR,460,4954,
867,6940004,00,7081637,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,12200,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,329.01,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7081637,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,12200,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083171,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,UNITED HLTH SVC HSP VESTAL-WAC,11,FU1439391,4417 VESTAL PARKWAY EAST,XX,VESTAL,NY,13850,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,329.01,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7083325,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,MARTIN'S DBA HANNAFORD 8346,11,FM0451310,2066 RTE 32,XX,MODENA,NY,12548,32,2,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,1418.32,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083661,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,HAZLE DRUG INC,11,AH0590198,1 EAST BROAD ST,XX,HAZLETON,PA,18201,32,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,216.95,F,,ZENPEP 10000U 100 DR,460,4954,
867,6940004,00,7083663,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,MEDICINE SHOPPE #1454,11,AC8666159,58 MAIN STREET,XX,CAMDEN,NY,13316,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083747,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,MEDICINE SHOPPE #0421,11,BK2391148,545 TITUS AVENUE,XX,ROCHESTER,NY,14617,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,569.53,WH,1,569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,7083814,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10500,32,7,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,767.69,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7083814,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,10500,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,569.53,WH,1,569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,7083857,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,KMART OF PA LP 7075-REDKEY,11,BK6565153,NORTH SUSQUEHANNA TRAIL,XX,SHAMOKIN DAM,PA,17876,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083862,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,"SHREYA RX, INC.",11,FS1050688,200 ORISKANY BLVD,XX,YORKVILLE,NY,13495,32,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,219.34,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7083912,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,12100,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083988,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,NA,KMART PHARMACY 7676-REDKEY,11,BK4077865,171 DELAWARE AVENUE,XX,SIDNEY,NY,13838,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,7083999,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,ACTAVIS - APTALIS,91,003395087,SS,,,DI,00013228,UNIV ROCH/STRONG MEM,11,AU4158033,601 ELMWOOD AVENUE,ATTN ZEE /GEORGE PHCY,ROCHESTER,NY,14642,32,2,EA,,N4,58914001460,PI,4357547,MG,01460,EA,29.89,WH,1,59.78,F,,AQUADEKS 60,460,4954,
