Transaction Set ID,Transaction Set Control Number,Transaction Set Purpose Code,Reference ID,Report Creation Date,Report Type Code,Report Start Date,Report End Date,Distributor Name,Distributor Identification Code Qualifier,Distributor Identification Code,Product Transfer Type Code,,.1,Reference ID Qualifier,Contract Number,Ship To Name,Ship To Identification Code Qualifier,Ship To Identification Code,Address Information,Address Information.1,City Name,State or Province Code,Postal Code,Quantity Qualifier,Quantity,UOM,Assigned Identification,Product/Service ID Qualifier1,Product/Service ID1,Product/Service ID Qualifier2,Product/Service ID2,Product/Service ID Qualifier3,Product/Service ID3,UOM.1,Unit Price,Basis of Unit Price Code,Amount Qualifier Code,Monetary Amount,Item Description Type,.2,Description,Number of Line Items,Number of Included Segments,Manufacturer Name
867,6940001,00,9844944,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,IB,,,92,NA,CARDINAL HEALTH,11,RC0182080,2045 INTERSTATE DRIVE,XX,LAKELAND,FL,338050000,32,204,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,22372.68,F,,CARAFATE 1GM/10ML 414ML,17,165,
867,6940001,00,9844945,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,462000000,32,168,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,18424.56,F,,CARAFATE 1GM/10ML 414ML,17,165,
867,6940001,00,9845024,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP I,11,RK0233180,153 REFRESHMENT LANE,XX,CLEVELAND,TN,373110000,32,360,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,39481.2,F,,CARAFATE 1GM/10ML 414ML,17,165,
867,6940001,00,9845024,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP I,11,RK0233180,153 REFRESHMENT LANE,XX,CLEVELAND,TN,373110000,32,36,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,25529.76,F,,CANASA 1000MG 30 RECTAL,17,165,
867,6940001,00,9845024,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP I,11,RK0233180,153 REFRESHMENT LANE,XX,CLEVELAND,TN,373110000,32,24,EA,,N4,42865010002,PI,4259875,MG,010002,EA,109.75,WH,1,2634,F,,ZENPEP 5000U 100 DR,17,165,
867,6940001,00,9845025,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP II,11,PP0220828,1111 SOUTH ADAMS STREET,XX,BLUFFTON,IN,467140000,32,360,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,39481.2,F,,CARAFATE 1GM/10ML 414ML,17,165,
867,6940001,00,9845025,20141004,SS,20140927,20141003,BKG - GROVEPORT,11,RC0314891,SS,,,DI,NA,KROGER LIMITED PARTNERSHIP II,11,PP0220828,1111 SOUTH ADAMS STREET,XX,BLUFFTON,IN,467140000,32,12,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,2603.4,F,,ZENPEP 10000U 100 DR,17,165,
867,6940002,00,1959478,20141004,SS,20140927,20141003,BKG - PHOENIX,11,RW0263056,SS,,,DI,NA,SMITH'S FOOD & DRUG CTR'S INC,11,RS0261379,5305 W. BUCKEYE RD,XX,PHOENIX,AZ,850430000,32,288,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,31584.96,F,,CARAFATE 1GM/10ML 414ML,3,29,
867,6940002,00,1959478,20141004,SS,20140927,20141003,BKG - PHOENIX,11,RW0263056,SS,,,DI,NA,SMITH'S FOOD & DRUG CTR'S INC,11,RS0261379,5305 W. BUCKEYE RD,XX,PHOENIX,AZ,850430000,32,60,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,13017,F,,ZENPEP 10000U 100 DR,3,29,
867,6940002,00,1959478,20141004,SS,20140927,20141003,BKG - PHOENIX,11,RW0263056,SS,,,DI,NA,SMITH'S FOOD & DRUG CTR'S INC,11,RS0261379,5305 W. BUCKEYE RD,XX,PHOENIX,AZ,850430000,32,12,EA,,N4,42865010202,PI,4259891,MG,010202,EA,313.34,WH,1,3760.08,F,,ZENPEP 15000U 100 DR,3,29,
867,6940003,00,1608429,20141004,SS,20140927,20141003,BKG - WACO,11,RW0279996,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,751000000,32,72,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,7896.24,F,,CARAFATE 1GM/10ML 414ML,2,30,
867,6940003,00,1608431,20141004,SS,20140927,20141003,BKG - WACO,11,RW0279996,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,773000000,32,120,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,13160.4,F,,CARAFATE 1GM/10ML 414ML,2,30,
867,6940004,00,0495034,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,183000000,76,2,EA,,N4,42865010202,PI,4259891,MG,010202,EA,-313.34,WH,1,-626.68,F,,ZENPEP 15000U 100 DR,460,4954,
867,6940004,00,0495034,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,183000000,76,2,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-851.26,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0500364,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,145000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0501577,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,108000000,76,2,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-1218.8,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0503111,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,133000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0503111,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,133000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0503602,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,125000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0503948,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,117000000,76,1,EA,,N4,42865010502,PI,4525796,MG,010503,EA,-526.7,WH,1,-526.7,F,,ZENPEP 25000U 100 DR,460,4954,
867,6940004,00,0503974,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,103000000,76,2,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-851.26,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0503983,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,187000000,76,1,EA,,N4,42865010202,PI,4259891,MG,010202,EA,-313.34,WH,1,-313.34,F,,ZENPEP 15000U 100 DR,460,4954,
867,6940004,00,0504505,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,103000000,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0504542,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,00013228,LITTLE FALLS HOSPITAL,11,AL0518944,140 BURWELL STREET,XX,LITTLE FALLS,NY,133650000,76,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,-109.67,WH,1,-109.67,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,0504683,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,00014130,NEW YORK HOSP/CORNELL - PHCY.,11,AN1865243,525 EAST 68TH ST,ATTN: PHCY DEPT,NEW YORK,NY,100650000,76,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,-216.95,WH,1,-216.95,F,,ZENPEP 10000U 100 DR,460,4954,
867,6940004,00,0505097,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,112000000,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0505097,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,112000000,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,0505192,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,115000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0505271,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,NA,KMART PHARMACY 7044-REDKEY,11,AK1763172,57 CENTRE DR,XX,PLATTSBURGH,NY,129010000,76,3,EA,,N4,42865010502,PI,4525796,MG,010503,EA,-526.7,WH,1,-1580.1,F,,ZENPEP 25000U 100 DR,460,4954,
867,6940004,00,0505285,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,100000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0505425,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,NA,MARTINS DBA HANNAFORD #8166,11,FM2603846,7 PYRAMID DR,XX,PLATTSBURG,NY,129010000,76,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,-109.67,WH,1,-219.34,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,0506211,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,NA,SAUL'S PHARMACY,11,BC4481571,3514 MERMAID AVE,XX,BROOKLYN,NY,112240000,76,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,-216.95,WH,1,-216.95,F,,ZENPEP 10000U 100 DR,460,4954,
867,6940004,00,0506339,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,100000000,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-434.72,WH,1,-434.72,F,,RECTIV 0.4% 30GM,460,4954,
867,6940004,00,0506751,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,103000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0506806,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,105000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0506878,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,144000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0507046,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,100000000,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,0507375,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,XX,XX,11,XX,XX,XX,XX,XX,109000000,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-434.72,WH,1,-434.72,F,,RECTIV 0.4% 30GM,460,4954,
867,6940004,00,0507576,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,00013228,M I BASSETT HOSP - OUTPATIENT,11,BT3212723,ONE ATWELL ROAD,XX,COOPERSTOWN,NY,133260000,76,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,0508502,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,NA,"ZITOMER PHARMACY, INC",11,BZ0791954,969 MADISON AVE,XX,NEW YORK,NY,100210000,76,2,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-1418.32,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,0508502,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,RU,,,DI,NA,"ZITOMER PHARMACY, INC",11,BZ0791954,969 MADISON AVE,XX,NEW YORK,NY,100210000,76,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7080678,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,113000000,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,569.53,WH,1,569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,7080694,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,REGIONAL HOSPITAL OF SCRANTON,11,FM2580997,746 JEFFERSON AVENUE,XX,SCRANTON,PA,185100000,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,109.67,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7080836,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,104000000,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,7080875,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,LLEWELLYN'S PHCY,11,BL5893070,703 MAIN ST,XX,AVOCA,PA,186410000,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,109.67,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7081599,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,NIAGARA APOTHECARY,11,BN5345574,8745 NIAGARA FALLS BLVD.,XX,NIAGARA FALLS,NY,143040000,32,1,EA,,N4,42865010502,PI,4525796,MG,010503,EA,526.7,WH,1,526.7,F,,ZENPEP 25000U 100 DR,460,4954,
867,6940004,00,7081637,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,122000000,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,329.01,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7081637,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,122000000,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083171,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,UNITED HLTH SVC HSP VESTAL-WAC,11,FU1439391,4417 VESTAL PARKWAY EAST,XX,VESTAL,NY,138500000,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,329.01,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7083325,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,MARTIN'S DBA HANNAFORD 8346,11,FM0451310,2066 RTE 32,XX,MODENA,NY,125480000,32,2,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,1418.32,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083661,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,HAZLE DRUG INC,11,AH0590198,1 EAST BROAD ST,XX,HAZLETON,PA,182010000,32,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,216.95,F,,ZENPEP 10000U 100 DR,460,4954,
867,6940004,00,7083663,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,MEDICINE SHOPPE #1454,11,AC8666159,58 MAIN STREET,XX,CAMDEN,NY,133160000,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083747,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,MEDICINE SHOPPE #0421,11,BK2391148,545 TITUS AVENUE,XX,ROCHESTER,NY,146170000,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,569.53,WH,1,569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,7083814,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,105000000,32,7,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,767.69,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7083814,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,105000000,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,569.53,WH,1,569.53,F,,PYLERA 125-140-125MG120 10D PK,460,4954,
867,6940004,00,7083857,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,KMART OF PA LP 7075-REDKEY,11,BK6565153,NORTH SUSQUEHANNA TRAIL,XX,SHAMOKIN DAM,PA,178760000,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083862,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,"SHREYA RX, INC.",11,FS1050688,200 ORISKANY BLVD,XX,YORKVILLE,NY,134950000,32,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,219.34,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7083912,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,121000000,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7083988,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,KMART PHARMACY 7676-REDKEY,11,BK4077865,171 DELAWARE AVENUE,XX,SIDNEY,NY,138380000,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,460,4954,
867,6940004,00,7083999,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,00013228,UNIV ROCH/STRONG MEM,11,AU4158033,601 ELMWOOD AVENUE,ATTN ZEE /GEORGE PHCY,ROCHESTER,NY,146420000,32,2,EA,,N4,58914001460,PI,4357547,MG,01460,EA,29.89,WH,1,59.78,F,,AQUADEKS 60,460,4954,
867,6940004,00,7084073,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,THE MEDICINE SHOPPE,11,FT3612416,1000 S. MARKET STREET,ATTN ZEE /GEORGE PHCY,BLOOMSBURG,PA,178150000,32,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,219.34,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7084080,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,NA,MEDICAP PHARMACY #8383,11,BM9050369,514 BURKE BYPASS,ATTN ZEE /GEORGE PHCY,OLYPHANT,PA,184470000,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,109.67,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7084614,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,00008573,BELLEVUE HOSPITAL CENTER-OUTPA,11,AB8439235,462 FIRST AVE AT 27TH STREET,ATTN ZEE /GEORGE PHCY,NEW YORK,NY,100160000,32,3,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,2127.48,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7084643,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,00014126,NEW YORK HOSP/CORNELL - PHCY.,11,AN1865243,525 EAST 68TH ST,ATTN: PHCY DEPT,NEW YORK,NY,100650000,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,109.67,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7084813,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,00011166,WEILER HOSP/EINSTEIN    RT7-30,11,AH1889572,1825 EASTCHESTER RD,MONTEFIORE MED CTR,BRONX,NY,104610000,32,3,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,2127.48,F,,CANASA 1000MG 30 RECTAL,460,4954,
867,6940004,00,7084893,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,00008573,BROOKDALE RX INC - 340B SHIP,11,BB9177266,1275 LINDEN BLVD,MONTEFIORE MED CTR,BROOKLYN,NY,112120000,32,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,219.34,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940004,00,7085078,20141004,SS,20140927,20141003,SYRACUSE,11,PC0003044,SS,,,DI,XX,XX,11,XX,XX,XX,XX,XX,104000000,32,3,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,1276.89,F,,ZENPEP 20000U 100 DR,460,4954,
