Transaction Set ID,Transaction Set Control Number,Transaction Set Purpose Code,Reference ID,Report Creation Date,Report Type Code,Report Start Date,Report End Date,Distributor Name,Distributor Identification Code Qualifier,Distributor Identification Code,Product Transfer Type Code,,.1,Reference ID Qualifier,Contract Number,Ship To Name,Ship To Identification Code Qualifier,Ship To Identification Code,Address Information,Address Information.1,City Name,State or Province Code,Postal Code,Quantity Qualifier,Quantity,UOM,Assigned Identification,Product/Service ID Qualifier1,Product/Service ID1,Product/Service ID Qualifier2,Product/Service ID2,Product/Service ID Qualifier3,Product/Service ID3,UOM.1,Unit Price,Basis of Unit Price Code,Amount Qualifier Code,Monetary Amount,Item Description Type,.2,Description,Number of Line Items,Number of Included Segments,Manufacturer Name
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,42865010202,PI,4259891,MG,010202,EA,-313.34,WH,1,-626.68,F,,ZENPEP 15000U 100 DR,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-851.26,F,,ZENPEP 20000U 100 DR,,,
,,,0500364,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,145000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0501577,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,108000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-1218.8,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0503111,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,133000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0503602,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,125000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0503948,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,117000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010502,PI,4525796,MG,010503,EA,-526.7,WH,1,-526.7,F,,ZENPEP 25000U 100 DR,,,
,,,0503974,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,103000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-851.26,F,,ZENPEP 20000U 100 DR,,,
,,,0503983,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,187000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010202,PI,4259891,MG,010202,EA,-313.34,WH,1,-313.34,F,,ZENPEP 15000U 100 DR,,,
,,,0504505,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,103000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,,,
,,,0504542,,,,,,,,RU,,,DI,00013228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,LITTLE FALLS HOSPITAL,11,AL0518944,140 BURWELL STREET,,LITTLE FALLS,NY,133650000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,-109.67,WH,1,-109.67,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0504683,,,,,,,,RU,,,DI,00014130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,NEW YORK HOSP/CORNELL - PHCY.,11,AN1865243,525 EAST 68TH ST,ATTN: PHCY DEPT,NEW YORK,NY,100650000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,-216.95,WH,1,-216.95,F,,ZENPEP 10000U 100 DR,,,
,,,0505097,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,112000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,,,
,,,0505192,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,115000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0505271,,,,,,,,RU,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,KMART PHARMACY 7044-REDKEY,11,AK1763172,57 CENTRE DR,,PLATTSBURGH,NY,129010000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,3,EA,,N4,42865010502,PI,4525796,MG,010503,EA,-526.7,WH,1,-1580.1,F,,ZENPEP 25000U 100 DR,,,
,,,0505285,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,100000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0505425,,,,,,,,RU,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,MARTINS DBA HANNAFORD #8166,11,FM2603846,7 PYRAMID DR,,PLATTSBURG,NY,129010000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,-109.67,WH,1,-219.34,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0506211,,,,,,,,RU,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,SAUL'S PHARMACY,11,BC4481571,3514 MERMAID AVE,,BROOKLYN,NY,112240000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,-216.95,WH,1,-216.95,F,,ZENPEP 10000U 100 DR,,,
,,,0506339,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,100000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-434.72,WH,1,-434.72,F,,RECTIV 0.4% 30GM,,,
,,,0506751,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,103000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0506806,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,105000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0506878,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,144000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0507046,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,100000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0507375,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,109000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-434.72,WH,1,-434.72,F,,RECTIV 0.4% 30GM,,,
,,,0507576,,,,,,,,RU,,,DI,00013228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,M I BASSETT HOSP - OUTPATIENT,11,BT3212723,ONE ATWELL ROAD,,COOPERSTOWN,NY,133260000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0508502,,,,,,,,RU,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"ZITOMER PHARMACY, INC",11,BZ0791954,969 MADISON AVE,,NEW YORK,NY,100210000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-1418.32,F,,CANASA 1000MG 30 RECTAL,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7080678,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,113000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,569.53,WH,1,569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,7080694,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,REGIONAL HOSPITAL OF SCRANTON,11,FM2580997,746 JEFFERSON AVENUE,,SCRANTON,PA,185100000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,109.67,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7080836,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,104000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,,,
,,,7080875,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,LLEWELLYN'S PHCY,11,BL5893070,703 MAIN ST,,AVOCA,PA,186410000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,109.67,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7081599,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,NIAGARA APOTHECARY,11,BN5345574,8745 NIAGARA FALLS BLVD.,,NIAGARA FALLS,NY,143040000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010502,PI,4525796,MG,010503,EA,526.7,WH,1,526.7,F,,ZENPEP 25000U 100 DR,,,
,,,7081637,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,122000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,329.01,F,,CARAFATE 1GM/10ML 414ML,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7083171,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,UNITED HLTH SVC HSP VESTAL-WAC,11,FU1439391,4417 VESTAL PARKWAY EAST,,VESTAL,NY,138500000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,329.01,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7083325,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,MARTIN'S DBA HANNAFORD 8346,11,FM0451310,2066 RTE 32,,MODENA,NY,125480000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,1418.32,F,,CANASA 1000MG 30 RECTAL,,,
,,,7083661,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,HAZLE DRUG INC,11,AH0590198,1 EAST BROAD ST,,HAZLETON,PA,182010000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,216.95,F,,ZENPEP 10000U 100 DR,,,
,,,7083663,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,MEDICINE SHOPPE #1454,11,AC8666159,58 MAIN STREET,,CAMDEN,NY,133160000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7083747,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,MEDICINE SHOPPE #0421,11,BK2391148,545 TITUS AVENUE,,ROCHESTER,NY,146170000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,569.53,WH,1,569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,7083814,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,105000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,7,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,767.69,F,,CARAFATE 1GM/10ML 414ML,,,
